,report_id,theme_id,theme_name,title,text,combined_text,url,latitude,longitude,country_iso3,country_name,date_created,source_id,source_name,format,word_count
25,14559,[4587],['Agriculture'],Somalia Flood Watch - Issued: 21 October 2009,Note: Document is 3 pages,Somalia Flood Watch - Issued: 21 October 2009 Note: Document is 3 pages,https://reliefweb.int/node/14559,5.79,47.33,som,Somalia,2009-10-21T04:00:00+00:00,2836,Food and Agriculture Organization of the United Nations,News and Press Release,13.0
26,14617,[4587],['Agriculture'],Somalia Flood Watch - Issued: 27 October 2009,Note: Document is 3 pages,Somalia Flood Watch - Issued: 27 October 2009 Note: Document is 3 pages,https://reliefweb.int/node/14617,5.79,47.33,som,Somalia,2009-10-27T04:00:00+00:00,2836,Food and Agriculture Organization of the United Nations,News and Press Release,13.0
27,14722,[4587],['Agriculture'],Somalia Flood Watch - Issued: 3 November 2009,Note: Document is 3 pages,Somalia Flood Watch - Issued: 3 November 2009 Note: Document is 3 pages,https://reliefweb.int/node/14722,5.79,47.33,som,Somalia,2009-11-03T05:00:00+00:00,2836,Food and Agriculture Organization of the United Nations,News and Press Release,13.0
28,14793,[4587],['Agriculture'],Somalia Flood Watch - Issued: 9 November 2009,Note: Document is 3 pages,Somalia Flood Watch - Issued: 9 November 2009 Note: Document is 3 pages,https://reliefweb.int/node/14793,5.79,47.33,som,Somalia,2009-11-09T05:00:00+00:00,2836,Food and Agriculture Organization of the United Nations,News and Press Release,13.0
29,14885,[4590],['Coordination'],"Weather Hazards Impacts Assessment for Africa: November 19 - 25, 2009",Note: Document is 2 pages,"Weather Hazards Impacts Assessment for Africa: November 19 - 25, 2009 Note: Document is 2 pages",https://reliefweb.int/node/14885,15.0,30.0,sdn,Sudan,2009-11-19T05:00:00+00:00,529,Famine Early Warning System Network,News and Press Release,16.0
30,14980,[4590],['Coordination'],"Weather Hazards Impacts Assessment for Africa: December 3 - 9, 2009",Note: Document is 2 pages,"Weather Hazards Impacts Assessment for Africa: December 3 - 9, 2009 Note: Document is 2 pages",https://reliefweb.int/node/14980,15.0,30.0,sdn,Sudan,2009-12-02T05:00:00+00:00,529,Famine Early Warning System Network,News and Press Release,16.0
31,15024,"[4590, 4593]","['Coordination', 'Food and Nutrition']","Weather Hazards Impacts Assessment for Africa: December 10 - 16, 2009",Note: Document is 2 pages,"Weather Hazards Impacts Assessment for Africa: December 10 - 16, 2009 Note: Document is 2 pages",https://reliefweb.int/node/15024,-19.37,46.71,mdg,Madagascar,2009-12-09T05:00:00+00:00,529,Famine Early Warning System Network,News and Press Release,16.0
32,15058,"[4587, 4590, 4593]","['Agriculture', 'Coordination', 'Food and Nutrition']","Weather Hazards Impacts Assessment for Africa: December 17 - 23, 2009",Note: Document is 2 pages,"Weather Hazards Impacts Assessment for Africa: December 17 - 23, 2009 Note: Document is 2 pages",https://reliefweb.int/node/15058,0.53,37.86,ken,Kenya,2009-12-16T05:00:00+00:00,529,Famine Early Warning System Network,News and Press Release,16.0
33,15083,"[4587, 4590, 4593]","['Agriculture', 'Coordination', 'Food and Nutrition']","Weather Hazards Impacts Assessment for Africa: December 24 - 30, 2009",Note: Document is 2 pages,"Weather Hazards Impacts Assessment for Africa: December 24 - 30, 2009 Note: Document is 2 pages",https://reliefweb.int/node/15083,0.53,37.86,ken,Kenya,2009-12-23T05:00:00+00:00,529,Famine Early Warning System Network,News and Press Release,16.0
34,15184,"[4587, 4590, 4593]","['Agriculture', 'Coordination', 'Food and Nutrition']","Weather Hazards Impacts Assessment for Africa: January 7 - 13, 2010",Note: Document is 2 pages,"Weather Hazards Impacts Assessment for Africa: January 7 - 13, 2010 Note: Document is 2 pages",https://reliefweb.int/node/15184,0.53,37.86,ken,Kenya,2010-01-07T05:00:00+00:00,529,Famine Early Warning System Network,News and Press Release,16.0
35,15272,"[4587, 4590]","['Agriculture', 'Coordination']","Weather Hazards Impacts Assessment for Africa: January 14 - 20, 2009",Note: Document is 2 pages,"Weather Hazards Impacts Assessment for Africa: January 14 - 20, 2009 Note: Document is 2 pages",https://reliefweb.int/node/15272,15.68,38.58,eri,Eritrea,2010-01-14T05:00:00+00:00,529,Famine Early Warning System Network,News and Press Release,16.0
36,15441,"[4587, 4590, 4593, 4600]","['Agriculture', 'Coordination', 'Food and Nutrition', 'Protection and Human Rights']","Weather Hazards Impacts Assessment for Africa: January 21 - 27, 2010",Note:  Document is 2 pages,"Weather Hazards Impacts Assessment for Africa: January 21 - 27, 2010 Note:  Document is 2 pages",https://reliefweb.int/node/15441,0.53,37.86,ken,Kenya,2010-01-20T05:00:00+00:00,529,Famine Early Warning System Network,News and Press Release,16.0
37,15589,"[4587, 4590, 4593, 4600]","['Agriculture', 'Coordination', 'Food and Nutrition', 'Protection and Human Rights']","Weather Hazards Impacts Assessment for Africa: January 28 - February 3, 2010",Note:  Document is 2 pages.,"Weather Hazards Impacts Assessment for Africa: January 28 - February 3, 2010 Note:  Document is 2 pages.",https://reliefweb.int/node/15589,0.53,37.86,ken,Kenya,2010-01-27T05:00:00+00:00,529,Famine Early Warning System Network,News and Press Release,17.0
38,15729,"[4587, 4593]","['Agriculture', 'Food and Nutrition']","Weather Hazards Impacts Assessment for Africa: February 11 - 17, 2010",Note: Map production date estimated. Note: Document is 2 pages.,"Weather Hazards Impacts Assessment for Africa: February 11 - 17, 2010 Note: Map production date estimated. Note: Document is 2 pages.",https://reliefweb.int/node/15729,-6.27,34.82,tza,United Republic of Tanzania,2010-02-11T05:00:00+00:00,529,Famine Early Warning System Network,News and Press Release,21.0
39,16001,[4587],['Agriculture'],"Somalia: Climate Data Update (Monthly Rainfall and NDVI, February 2010)","**Highlights**  Remote sensing analysis for the month of February indicate that most parts of the country received normal to above normal rainfall particularly in the Northwest and parts of the South with the exception of Shabelle. These analyses are con rmed by eld reports and rain gauge station data (Map and Figure ).   Field reports also indicate that water catchments and underground water storage facilities have been replenished in most parts of the South, including Gedo, Bakool, Bay and parts of Hiran. In the Northeast, berkads were replenished, notably in the Sool and Upper Nugal livelihood zones, which led to cessation of water trucking.  The unexpected rains have improved pasture/browse conditions, which will consequently enhance livestock body condition and production. However, rainfall at this time of the year, middle of the dry ‘Jilaal’ season, is considered to be unusual and therefore not expected to continue for long.   Further analysis of the selected regions and districts are presented on page 3 and 4 of this update.","Somalia: Climate Data Update (Monthly Rainfall and NDVI, February 2010) **Highlights**  Remote sensing analysis for the month of February indicate that most parts of the country received normal to above normal rainfall particularly in the Northwest and parts of the South with the exception of Shabelle. These analyses are con rmed by eld reports and rain gauge station data (Map and Figure ).   Field reports also indicate that water catchments and underground water storage facilities have been replenished in most parts of the South, including Gedo, Bakool, Bay and parts of Hiran. In the Northeast, berkads were replenished, notably in the Sool and Upper Nugal livelihood zones, which led to cessation of water trucking.  The unexpected rains have improved pasture/browse conditions, which will consequently enhance livestock body condition and production. However, rainfall at this time of the year, middle of the dry ‘Jilaal’ season, is considered to be unusual and therefore not expected to continue for long.   Further analysis of the selected regions and districts are presented on page 3 and 4 of this update.",https://reliefweb.int/node/16001,5.79,47.33,som,Somalia,2010-02-28T05:00:00+00:00,529,Famine Early Warning System Network,Situation Report,181.0
40,16432,"[4587, 4593]","['Agriculture', 'Food and Nutrition']",Somalia: Climate Data Update (as of Apr 2010),Note: Map production date estimated,Somalia: Climate Data Update (as of Apr 2010) Note: Map production date estimated,https://reliefweb.int/node/16432,5.79,47.33,som,Somalia,2010-05-13T04:00:00+00:00,529,Famine Early Warning System Network,Situation Report,13.0
41,17477,[4587],['Agriculture'],"Somalia: Seasonal Climate Update - Seasonal Rainfall and NDVI, April - June, 2010 - Gu 2010",Note: Document is 4 pages,"Somalia: Seasonal Climate Update - Seasonal Rainfall and NDVI, April - June, 2010 - Gu 2010 Note: Document is 4 pages",https://reliefweb.int/node/17477,5.79,47.33,som,Somalia,2010-08-17T04:00:00+00:00,529,Famine Early Warning System Network,Situation Report,21.0
42,18248,[4591],['Disaster Management'],"Bangladesh: Summary of ""Flood Situation and Earthquake Preparedness Information"" (as of 16 Sep 2010)","**Flood Outlook**  - The Brahmaputra-Jamuna and the Ganges are in falling trend which is likely to continue during next 24 to 48 hours.  - The Padma is in rising trend which is likely to fall during next 24 to 48 hours.  - The Meghna is in rising trend which is likely to continue during next 24 hours.  - The flood situation in low-lying areas of Kurigram, Gaibandha, Bogra, Sherpur, Jamalpur, Serajganj, Rajbari, Faridpur, Shariatpur, Madaripur, Munshiganj, Manikgonj districts is likely to improve while the flood situation in Sylhet and Moulvi Bazar districts are likely to deteriorate further next 24 hours.","Bangladesh: Summary of ""Flood Situation and Earthquake Preparedness Information"" (as of 16 Sep 2010) **Flood Outlook**  - The Brahmaputra-Jamuna and the Ganges are in falling trend which is likely to continue during next 24 to 48 hours.  - The Padma is in rising trend which is likely to fall during next 24 to 48 hours.  - The Meghna is in rising trend which is likely to continue during next 24 hours.  - The flood situation in low-lying areas of Kurigram, Gaibandha, Bogra, Sherpur, Jamalpur, Serajganj, Rajbari, Faridpur, Shariatpur, Madaripur, Munshiganj, Manikgonj districts is likely to improve while the flood situation in Sylhet and Moulvi Bazar districts are likely to deteriorate further next 24 hours.",https://reliefweb.int/node/18248,23.84,90.27,bgd,Bangladesh,2010-09-16T04:00:00+00:00,382,Government of Bangladesh,Situation Report,118.0
43,19474,[4587],['Agriculture'],The USAID FEWS-NET Weather Hazards Impacts Assessment for Africa (12 - 18 Jul 2007),• Dryness throughout much of western Burkina Faso is leading to poor agricultural conditions and low water levels in Lake Volta.  • Much of southern Ethiopia is experiencing above normal moisture conditions due to abundant seasonal rainfall.,The USAID FEWS-NET Weather Hazards Impacts Assessment for Africa (12 - 18 Jul 2007) • Dryness throughout much of western Burkina Faso is leading to poor agricultural conditions and low water levels in Lake Volta.  • Much of southern Ethiopia is experiencing above normal moisture conditions due to abundant seasonal rainfall.,https://reliefweb.int/node/19474,12.28,-1.57,bfa,Burkina Faso,2007-07-12T04:00:00+00:00,529,Famine Early Warning System Network,News and Press Release,52.0
44,21561,"[4599, 4600, 4602]","['Peacekeeping and Peacebuilding', 'Protection and Human Rights', 'Safety and Security']",Tajikistan: Refugee Reintegration and Conflict Prevention,"Exploring the Tajikistan humanitarian relief effort, this report examines the lead taken by the United Nations High Commissioner for Refugees (UNHCR) in responding to the humanitarian emergency from late 1992 through 1995, and the unprecedented handover of UNHCR protection activities to the OSCE as the former withdrew at the end of 1995. Exploring aspects of the relief effort that may be instructive for similar postconflict situations, the report considers actions of the international community to avoid greater hardship and renewed violence; to promote stabilization and encourage the rule of law and civil society; and to protect refugees and other civilians, as well as the humanitarian workers. ","Tajikistan: Refugee Reintegration and Conflict Prevention Exploring the Tajikistan humanitarian relief effort, this report examines the lead taken by the United Nations High Commissioner for Refugees (UNHCR) in responding to the humanitarian emergency from late 1992 through 1995, and the unprecedented handover of UNHCR protection activities to the OSCE as the former withdrew at the end of 1995. Exploring aspects of the relief effort that may be instructive for similar postconflict situations, the report considers actions of the international community to avoid greater hardship and renewed violence; to promote stabilization and encourage the rule of law and civil society; and to protect refugees and other civilians, as well as the humanitarian workers. ",https://reliefweb.int/node/21561,38.84,71.04,tjk,Tajikistan,1998-09-01T00:00:00+00:00,1278,Open Society Foundations,Evaluation and Lessons Learned,113.0
45,21576,[4590],['Coordination'],General Guidance for Interaction Between United Nations Personnel and Military and other Representatives of the Belligerent Parties in the Context of the Crisis in Iraq,"This document aims to provide practical guidance to UN personnel in their interaction with all military forces engaged in the Iraqi crisis, including Iraqi forces, those of neighbouring countries, and forces of the US and its allies.  It also provides some initial guidance regarding relations with military forces that may also be organs of an Occupying Power in Iraq.   The document is produced in the context of recent conflicts showing coordination between humanitarian and military actors, particularly in the early phases of a conflict, to be essential for the timely and effective delivery of humanitarian assistance and to help ensure the protection of civilians.    The guidance provided will be reviewed on a continuous basis and will be revised to address additional concerns as they arise.","General Guidance for Interaction Between United Nations Personnel and Military and other Representatives of the Belligerent Parties in the Context of the Crisis in Iraq This document aims to provide practical guidance to UN personnel in their interaction with all military forces engaged in the Iraqi crisis, including Iraqi forces, those of neighbouring countries, and forces of the US and its allies.  It also provides some initial guidance regarding relations with military forces that may also be organs of an Occupying Power in Iraq.   The document is produced in the context of recent conflicts showing coordination between humanitarian and military actors, particularly in the early phases of a conflict, to be essential for the timely and effective delivery of humanitarian assistance and to help ensure the protection of civilians.    The guidance provided will be reviewed on a continuous basis and will be revised to address additional concerns as they arise.",https://reliefweb.int/node/21576,33.05,43.4,irq,Iraq,2003-04-01T00:00:00+00:00,1503,UN Office for the Coordination of Humanitarian Affairs,Manual and Guideline,154.0
46,21646,"[4590, 4591]","['Coordination', 'Disaster Management']",Are You Ready? An In-Depth Guide to Citizen Preparedness,"The guide has been designed to help the citizens of this nation learn how to protect themselves and their families against all types of hazards. It can be used as a reference source or as a step-by-step manual. The focus of the content is on how to develop, practice, and maintain emergency plans that reflect what must be done before, during, and after a disaster to protect people and their property. Also included is information on how to assemble a disaster supplies kit that contains the food, water, and other supplies in sufficient quantity for individuals and their families to survive following a disaster in the event they must rely on their own resources.","Are You Ready? An In-Depth Guide to Citizen Preparedness The guide has been designed to help the citizens of this nation learn how to protect themselves and their families against all types of hazards. It can be used as a reference source or as a step-by-step manual. The focus of the content is on how to develop, practice, and maintain emergency plans that reflect what must be done before, during, and after a disaster to protect people and their property. Also included is information on how to assemble a disaster supplies kit that contains the food, water, and other supplies in sufficient quantity for individuals and their families to survive following a disaster in the event they must rely on their own resources.",https://reliefweb.int/node/21646,39.38,-97.92,usa,United States of America,2004-08-01T05:00:00+00:00,410,Federal Emergency Management Agency,Manual and Guideline,123.0
47,21755,"[4594, 4600]","['Gender', 'Protection and Human Rights']",Afghanistan: Humanity Denied - Systematic Violations of Women's Rights in Afghanistan,"Based on interviews with refugees in Pakistan conducted shortly before the September 11 attacks in the United States, this report focuses on abuses of women's human rights in Afghanistan. It provides background information, a discussion of international law as well as personal accounts.  Aiming to prevent continued violations of women's human rights and encourage accountability for past abuses, the report offers recommendations for future actions to the U.S.-led alliance, the Taliban, the United Front and the International Community. ","Afghanistan: Humanity Denied - Systematic Violations of Women's Rights in Afghanistan Based on interviews with refugees in Pakistan conducted shortly before the September 11 attacks in the United States, this report focuses on abuses of women's human rights in Afghanistan. It provides background information, a discussion of international law as well as personal accounts.  Aiming to prevent continued violations of women's human rights and encourage accountability for past abuses, the report offers recommendations for future actions to the U.S.-led alliance, the Taliban, the United Front and the International Community. ",https://reliefweb.int/node/21755,33.84,66.03,afg,Afghanistan,2001-10-01T04:00:00+00:00,1966,Human Rights Watch,Analysis,91.0
48,21845,"[4590, 4591]","['Coordination', 'Disaster Management']",Instructivo para Respuesta a Desastres,"En este instructivo se presentan los compromisos, tareas y acciones que les corresponde asumir a las agencias del Sistema de las Naciones Unidas (SNU) en caso de desastre mayor y a solicitud del gobierno del país respectivo.  El instructivo describe los respectivos mecanismos de que dispone el SNU, en particular el Equipo de Naciones Unidas para el manejo de desastres  (UN-DMT), el Equipo de Naciones Unidas para Evaluación y Coordinación en Casos de Desastres (UNDAC), y el Centro de Operaciones y Coordinación en el Sitio (OSOCC); identifica el tipo de información y los informes que deben manejarse en respaldo a la emergencia; y precisa de qué  recursos dispone el SNU en respaldo a su trabajo en la respuesta.     El instructivo aporta nuevos criterios de trabajo dirigidos a la sistematización de acciones en materia de respuesta del SNU, pero también retoma información y criterios contenidos en los siguientes documentos: Disaster Management Manual, UNDP/UNDRO; Guía ejecutiva para Coordinadores Residentes de las Naciones Unidas en caso de desastres naturales, OCHA; The Role and Responsibilities of the United Nations Disaster Management Team,  OCHA; y UNDAC Field Handbook, OCHA.","Instructivo para Respuesta a Desastres En este instructivo se presentan los compromisos, tareas y acciones que les corresponde asumir a las agencias del Sistema de las Naciones Unidas (SNU) en caso de desastre mayor y a solicitud del gobierno del país respectivo.  El instructivo describe los respectivos mecanismos de que dispone el SNU, en particular el Equipo de Naciones Unidas para el manejo de desastres  (UN-DMT), el Equipo de Naciones Unidas para Evaluación y Coordinación en Casos de Desastres (UNDAC), y el Centro de Operaciones y Coordinación en el Sitio (OSOCC); identifica el tipo de información y los informes que deben manejarse en respaldo a la emergencia; y precisa de qué  recursos dispone el SNU en respaldo a su trabajo en la respuesta.     El instructivo aporta nuevos criterios de trabajo dirigidos a la sistematización de acciones en materia de respuesta del SNU, pero también retoma información y criterios contenidos en los siguientes documentos: Disaster Management Manual, UNDP/UNDRO; Guía ejecutiva para Coordinadores Residentes de las Naciones Unidas en caso de desastres naturales, OCHA; The Role and Responsibilities of the United Nations Disaster Management Team,  OCHA; y UNDAC Field Handbook, OCHA.",https://reliefweb.int/node/21845,15.61,-90.39,gtm,Guatemala,2002-09-01T00:00:00+00:00,22396,UN Resident Coordinator in Guatemala,Manual and Guideline,193.0
49,22089,"[4599, 4600]","['Peacekeeping and Peacebuilding', 'Protection and Human Rights']","Armed and aimless: Armed groups, guns, and human security in the ECOWAS region","The 410-page book provides detailed information on more than 35 armed groups that have destabilized the 15 ECOWAS member states since 1998, and explores important related themes through 6 field-based case study chapters, including:  - Armed Groups and Conflict in Rivers and Plateau States, Nigeria - Insurgency, Disarmament, and Insecurity in Northern Mali, 1990-2004 - The Anatomy of Ghana's Secret Arms Industry - Disarming Liberia: Progress and Pitfalls - The Militarization and Demilitarization of Refugee Camps in Guinea - Children Associated with Fighting Forces and Small Arms in the Mano River Union","Armed and aimless: Armed groups, guns, and human security in the ECOWAS region The 410-page book provides detailed information on more than 35 armed groups that have destabilized the 15 ECOWAS member states since 1998, and explores important related themes through 6 field-based case study chapters, including:  - Armed Groups and Conflict in Rivers and Plateau States, Nigeria - Insurgency, Disarmament, and Insecurity in Northern Mali, 1990-2004 - The Anatomy of Ghana's Secret Arms Industry - Disarming Liberia: Progress and Pitfalls - The Militarization and Demilitarization of Refugee Camps in Guinea - Children Associated with Fighting Forces and Small Arms in the Mano River Union",https://reliefweb.int/node/22089,17.35,-1.25,mli,Mali,2005-05-01T00:00:00+00:00,1140,Small Arms Survey,Analysis,106.0
